Property address,CS - NOI,CS - PV size (kW),Building type,Utility,Gross roof area (ft²),Owner name
"2701 Deborah Ave, Zion, IL 60099","$98,483","3,939","Industrial, Manufacturing",Commonwealth Edison Co,"328,277","Hawley Partners, LLC"
"800 Mittel Dr, Wood Dale, IL 60191","$99,055","3,962","Industrial, Manufacturing",Commonwealth Edison Co,"330,183","800 Mittel, LLC"
"969 Veterans Pkwy, Bolingbrook, IL 60490","$99,554","3,982","Industrial, Manufacturing",Commonwealth Edison Co,"331,845",Prologis
"7132 Daniels Dr, Allentown, PA 18106","$68,171","3,409","Industrial, Manufacturing",PPL Electric Utilities Corp,"284,045","Stag Allentown, LLC"
"208 Dykeman Rd, Shippensburg, PA 17257","$69,254","3,463","Industrial, Manufacturing",PPL Electric Utilities Corp,"288,558","Schreiber Foods, Inc."
"1109 E Lake St, Streamwood, IL 60107","$99,979","3,999","Industrial, Manufacturing",Commonwealth Edison Co,"333,264","Broadstone Net Lease, Inc."
"975 University Ave, Norwood, MA 02062","$317,406","4,069","Industrial, Warehouse",Eversource Energy (Formerly NSTAR Electric Company),"339,109",Southwest University Avenue LLC
"17 S Commerce Way, Bethlehem, PA 18020","$43,280","2,164",Office,PPL Electric Utilities Corp,"288,534",US Post Office
"14630 W 147th St, Lockport, IL 60491","$113,346","4,534","Industrial, Manufacturing",Commonwealth Edison Co,"377,820",Mlrp Lockport 8 LLC
"1980 High Grove Ln, Naperville, IL 60540","$99,927","3,997","Industrial, Manufacturing",Commonwealth Edison Co,"333,090",Blackstone
"2821R Fox St, Philadelphia, PA 19129","$52,216","3,263","Industrial, Manufacturing",PECO Energy Co,"271,956",Michael Davis
"1000 Cedar Hollow Rd, Malvern, PA 19355","$33,616","2,101",Office,PECO Energy Co,"280,133","Gv One, LLC"
"325 Turnpike Rd, Southborough, MA 01772","$412,666","4,127","Industrial, Warehouse",National Grid - Massachusetts,"343,888","Ken's Foods, LLC"
"600 S Lake St, Aurora, IL 60506","$100,549","4,022","Industrial, Manufacturing",Commonwealth Edison Co,"335,164","R & W PROPERTY MANAGEMENT, LLC"
"265 W Orange St, Lititz, PA 17543","$46,399","2,320","School, Primary",PPL Electric Utilities Corp,"309,325",Lititz Police Admin
"4730 W Division St, Chicago, IL 60651","$112,838","4,514","Industrial, Manufacturing",Commonwealth Edison Co,"376,128",ML Realty Partners LP
"556 St James Gate, Bolingbrook, IL 60440","$100,031","4,001","Industrial, Manufacturing",Commonwealth Edison Co,"333,437",Bolingbrook Properties L.L.C.
"2040 N Union St, Middletown, PA 17057","$122,135","6,107","Industrial, Warehouse",PPL Electric Utilities Corp,"508,896",Blackstone
"202 S Keim St, Pottstown, PA 19464","$107,849","6,741","Industrial, Warehouse",PECO Energy Co,"561,712",
"800 Veterans Pkwy, Bolingbrook, IL 60440","$97,869","3,915","Industrial, Manufacturing",Commonwealth Edison Co,"326,231",ML Realty Partners LP
"845 E Lancaster Ave, Berwyn, PA 19312","$45,159","2,822","Retail, Strip Mall",PECO Energy Co,"376,326",Site Centers Corp.
"2120 W Union Blvd, Bethlehem, PA 18018","$50,041","2,502","Retail, Strip Mall",PPL Electric Utilities Corp,"333,607",Bpg
"389 E S Frontage Rd, Bolingbrook, IL 60440","$99,638","3,986","Industrial, Manufacturing",Commonwealth Edison Co,"332,125",Prologis
"4000 Rock Creek Blvd, Joliet, IL 60431","$102,749","4,110","Industrial, Manufacturing",Commonwealth Edison Co,"342,497",Exeter 4000 Rock Creek LLC
"525 N Duke St, Lancaster, PA 17602","$40,028","2,001",Hospital,PPL Electric Utilities Corp,"266,852",LANCASTER GENERAL HOSPITAL SUS
"901 19th Ave, Fulton, IL 61252","$98,969","3,959","Industrial, Manufacturing",Commonwealth Edison Co,"329,898",D R S Enterprises
"160 Mechanic St, Bellingham, MA 02019","$409,967","4,100","Industrial, Warehouse",National Grid - Massachusetts,"341,639",Barings LLC
"400 Paramus Rd, Paramus, NJ 07652","$186,027","1,898","School, Primary",Public Service Elec & Gas Co,"253,098",Sidney Silverman Library
"1000 Somerset St, New Brunswick, NJ 08901","$180,288","1,840","School, Primary",Public Service Elec & Gas Co,"245,289",Board of Education
"3900 Rock Creek Blvd, Joliet, IL 60431","$99,070","3,963","Industrial, Manufacturing",Commonwealth Edison Co,"330,232",Granite Properties of Texas
"150 E Crossroads Pkwy, Bolingbrook, IL 60440","$102,207","4,088","Industrial, Manufacturing",Commonwealth Edison Co,"340,691",
"1400 W 35th St, Chicago, IL 60609","$98,383","3,935","Industrial, Manufacturing",Commonwealth Edison Co,"327,943",Pepsico
"704 W Washington St, West Chicago, IL 60185","$96,889","3,876","Industrial, Manufacturing",Commonwealth Edison Co,"322,964","300 East Devon, LLC"
"1 Seminary Ave, Brookhaven, PA 19015","$34,013","2,126",Office,PECO Energy Co,"283,444",Prospect Medical Holdings Inc
"742 Courses Landing Rd, Penns Grove, NJ 08069","$234,337","2,467","Industrial, Manufacturing",Atlantic City Electric Co,"205,559",
"3818 Grandville Ave, Gurnee, IL 60031","$97,911","3,916","Industrial, Manufacturing",Commonwealth Edison Co,"326,371","Stag Gurnee 2, LLC"
"185 Centerpoint Blvd, Jenkins Township, PA 18640","$71,966","3,598","Industrial, Manufacturing",PPL Electric Utilities Corp,"299,859","Mericle Logistics, LLC"
"11939 S Central Ave, Alsip, IL 60803","$96,652","3,866","Industrial, Manufacturing",Commonwealth Edison Co,"322,172",Todd Pickard
"810 Kimberly Dr, Carol Stream, IL 60188","$98,565","3,943","Industrial, Manufacturing",Commonwealth Edison Co,"328,550",
"901 E Kankakee River Dr, Wilmington, IL 60481","$125,134","5,005","Industrial, Manufacturing",Commonwealth Edison Co,"417,112",Dupont
"599 Alexander Spring Rd, Carlisle, PA 17015","$114,583","5,729","Industrial, Warehouse",PPL Electric Utilities Corp,"477,431",
"1510 Bartlett Dr, Manchester, PA 17345","$121,638","6,082","Industrial, Warehouse",PPL Electric Utilities Corp,"506,824","Kinsley Equities III, LP"
"4546 W 47th St, Chicago, IL 60632","$97,603","3,904","Industrial, Manufacturing",Commonwealth Edison Co,"325,342",4546 West 47th Street LLC
"925 Reese Ave, Hershey, PA 17033","$69,222","3,461","Industrial, Manufacturing",PPL Electric Utilities Corp,"288,423",Hershey
"1245 Old Freehold Rd, Toms River, NJ 08753","$99,489","2,073","School, Primary",Jersey Central Power & Lt Co,"276,357",Board of Education of The Toms River Schools (inc)
"545 Oak Hill Rd, Mountain Top, PA 18707","$119,796","5,990","Industrial, Warehouse",PPL Electric Utilities Corp,"499,150",Exeter 225 Industrial LLC
"401 W Lincoln Ave, Lititz, PA 17543","$65,270","3,263","Industrial, Manufacturing",PPL Electric Utilities Corp,"271,958","Redcay Industrial Development, III, LLC"
"1701 W Bradley Ave, Champaign, IL 61821","$405,000","15,000","Industrial, Manufacturing",Ameren Illinois,"1,417,987",Kraft Heinz
"2002 E Cedar Hills Dr, Chillicothe, IL 61523","$405,000","15,000","Industrial, Manufacturing",Ameren Illinois,"1,293,079",County of Peoria
"500 N Morton Ave, Morton, IL 61550","$405,000","15,000","Industrial, Manufacturing",Ameren Illinois,"1,296,977",Caterpillar
"2800 E Cedar Hills Dr, Chillicothe, IL 61523","$405,000","15,000","Industrial, Manufacturing",Ameren Illinois,"1,280,239",Caterpillar
"100 Vanguard Blvd, Malvern, PA 19355","$32,867","2,054",Office,PECO Energy Co,"273,890",Horatio Realty
"800 Bryn Mawr Ave, Itasca, IL 60143","$96,608","3,864","Industrial, Manufacturing",Commonwealth Edison Co,"322,025","Odp Corporation, The"
"100 Blue Mountain Pkwy, Harrisburg, PA 17112","$124,148","6,207","Industrial, Warehouse",PPL Electric Utilities Corp,"517,283",Prologis
"1001 W Taylor Rd, Romeoville, IL 60446","$95,664","3,827","Industrial, Manufacturing",Commonwealth Edison Co,"318,881",ABC Romeoville
"700 Corporate Grove Dr, Buffalo Grove, IL 60089","$96,422","3,857","Industrial, Manufacturing",Commonwealth Edison Co,"321,407",Ball
"4 River Rd, McKees Rocks, PA 15136","$65,004","4,063","Industrial, Warehouse",Duquesne Light Co,"338,563",River Road Development LLC
"30 E Oakton St, Des Plaines, IL 60018","$97,040","3,882","Industrial, Manufacturing",Commonwealth Edison Co,"323,468","NEW WORLD PROPERTY, LLC"
"2401 Lunt Ave, Elk Grove Village, IL 60007","$95,014","3,801","Industrial, Manufacturing",Commonwealth Edison Co,"316,713",Blackstone
"1200 Central Ave, Hanover Park, IL 60133","$97,724","3,909","Industrial, Manufacturing",Commonwealth Edison Co,"325,748",John Hoadley
"6500 N Dresden Rd, Morris, IL 60450","$100,237","4,009","Industrial, Manufacturing",Commonwealth Edison Co,"334,125","Constellation Energy Generation, LLC"
"775 Veterans Pkwy, Bolingbrook, IL 60490","$170,473","6,819","Industrial, Manufacturing",Commonwealth Edison Co,"568,244",Veteran Owned LLC
"909 Katie Ct, Harrisburg, PA 17109","$66,608","3,330","Industrial, Manufacturing",PPL Electric Utilities Corp,"277,534",KKR
"1341 Enterprise Dr, Romeoville, IL 60446","$97,460","3,898","Industrial, Manufacturing",Commonwealth Edison Co,"324,866",Animal Warden
"600 Remington Blvd, Bolingbrook, IL 60440","$96,113","3,845","Industrial, Manufacturing",Commonwealth Edison Co,"320,378","Bocv Seaside Gp, LLC"
"8701 47th St, McCook, IL 60525","$95,051","3,802","Industrial, Manufacturing",Commonwealth Edison Co,"316,836",Heitman LLC
"600 E High St, Elizabethtown, PA 17022","$44,440","2,222","School, Primary",PPL Electric Utilities Corp,"296,265",Borough of Elizabethtown
"201 Lamborntown Rd, West Grove, PA 19390","$53,308","3,332","Industrial, Manufacturing",PECO Energy Co,"277,644",Isg Plate Inc
"1200 Distribution Dr, Carlisle, PA 17013","$186,911","9,346","Industrial, Warehouse",PPL Electric Utilities Corp,"778,797",Prologis
"1401 Devon Ave, Bensenville, IL 60106","$94,008","3,760","Industrial, Manufacturing",Commonwealth Edison Co,"313,361",
"135 E Hintz Rd, Wheeling, IL 60090","$95,842","3,834","Industrial, Manufacturing",Commonwealth Edison Co,"319,475",Ensar Corporation
"669 E Main St, New Holland, PA 17557","$43,469","2,173","School, Primary",PPL Electric Utilities Corp,"289,794",County of Lancaster
"125 N Commerce Way, Bethlehem, PA 18017","$136,728","6,836","Industrial, Warehouse",PPL Electric Utilities Corp,"569,701",125 Commerce Way LLC
"49 Ingot Dr, Coatesville, PA 19320","$52,783","3,299","Industrial, Manufacturing",PECO Energy Co,"274,910",ISG PLATE INC.
"1010 Echo Trail, Easton, PA 18040","$42,107","2,105","School, Primary",PPL Electric Utilities Corp,"280,716",Easton Area School District (inc)
"3 Timber Ct, Bolingbrook, IL 60440","$96,086","3,843","Industrial, Manufacturing",Commonwealth Edison Co,"320,285",Ta Realty LLC
"3925 Welsh Rd, Willow Grove, PA 19090","$41,493","2,593","Retail, Strip Mall",PECO Energy Co,"345,775","Turnersville Realty Partners, LLC"
"7200 S Leamington Ave, Bedford Park, IL 60638","$93,427","3,737","Industrial, Manufacturing",Commonwealth Edison Co,"311,424","TRICON III, LTD."
"100 JCI Wy, York, PA 17406","$63,509","3,175","Industrial, Manufacturing",PPL Electric Utilities Corp,"264,620",Timothy Kinsley
"8424 47th St, Lyons, IL 60534","$94,187","3,767","Industrial, Manufacturing",Commonwealth Edison Co,"313,957",Lineage
"1301 W Patrick St, Frederick, MD 21702","$90,638","3,021","Retail, Strip Mall",The Potomac Edison Co,"402,834",West Frederick Center Lllp
"1450 Clements Bridge Rd, Woodbury, NJ 08096","$167,535","1,764","Retail, Strip Mall",Atlantic City Electric Co,"235,137",Mattress Warehouse
"570 W N Frontage Rd, Bolingbrook, IL 60440","$95,181","3,807","Industrial, Manufacturing",Commonwealth Edison Co,"317,271",570 W North Frontage Road LLC
"2601 W 18th St, Chicago, IL 60608","$95,181","3,807","Industrial, Manufacturing",Commonwealth Edison Co,"317,270",Yaman Shukairy
"300 E Devon Ave, Bartlett, IL 60103","$96,106","3,844","Industrial, Manufacturing",Commonwealth Edison Co,"320,352",
"1200 Biglerville Rd, Gettysburg, PA 17325","$62,380","3,669","Industrial, Manufacturing",Metropolitan Edison Co,"305,786",Cre Biglerville Holdings LLC
"1441 Touhy Ave, Elk Grove Village, IL 60007","$93,865","3,755","Industrial, Manufacturing",Commonwealth Edison Co,"312,882","Iron Point Partners, LLC"
"6100 W Howard St, Niles, IL 60714","$96,224","3,849","Industrial, Manufacturing",Commonwealth Edison Co,"320,745","Westmount Realty Capital, L.L.C."
"2200 Lake Shore Dr, Woodstock, IL 60098","$94,551","3,782","Industrial, Manufacturing",Commonwealth Edison Co,"315,170",Catalent Biologics
"27 51st St, Pittsburgh, PA 15201","$61,960","3,872","Industrial, Warehouse",Duquesne Light Co,"322,707","Spear Street Capital, LLC"
"1000 Winston Plaza, Melrose Park, IL 60160","$78,766","3,151","Retail, Strip Mall",Commonwealth Edison Co,"420,086",Village of Melrose Park
"920 W Taylor Rd, Romeoville, IL 60446","$93,464","3,739","Industrial, Manufacturing",Commonwealth Edison Co,"311,545",Blackstone
"800 Supreme Dr, Bensenville, IL 60106","$94,727","3,789","Industrial, Manufacturing",Commonwealth Edison Co,"315,755",Prologis
"8018 Quarry Rd, Alburtis, PA 18011","$118,807","5,940","Industrial, Warehouse",PPL Electric Utilities Corp,"495,031",Prologis
"21 Suttons Ln, Piscataway, NJ 08854","$168,696","1,721","School, Primary",Public Service Elec & Gas Co,"229,519",
"2645 Mitchell Ave, Allentown, PA 18103","$65,828","3,291","Industrial, Manufacturing",PPL Electric Utilities Corp,"274,285",Lineage
"601 Mundis Mill Rd, York, PA 17406","$40,336","2,017","School, Primary",PPL Electric Utilities Corp,"268,905",City of York
"1 John Henry Dr, Robbinsville Township, NJ 08691","$90,422","1,884","Industrial, Manufacturing",Jersey Central Power & Lt Co,"156,982",McKesson
"2635 Federal Signal Dr, University Park, IL 60484","$95,679","3,827","Industrial, Manufacturing",Commonwealth Edison Co,"318,931","M.H.O.C., LLC"
"121 Commerce Ave, Greencastle, PA 17225",—,—,"Industrial, Warehouse",West Penn Power Co,"417,989",Donald Epstein
"2727 W Diehl Rd, Naperville, IL 60563","$97,909","3,916","Industrial, Manufacturing",Commonwealth Edison Co,"326,363",Coleman Logistics Assets LLC
"2200 S 25th Ave, Broadview, IL 60155","$93,566","3,743","Industrial, Manufacturing",Commonwealth Edison Co,"311,885","Angell Realty Vii, LLC"
"1510 N Olden Ave, Ewing Township, NJ 08638","$187,714","1,915","Retail, Strip Mall",Public Service Elec & Gas Co,"255,393",LEVIN MANAGEMENT CORPORATION (FOR USE IN VA: LEVIN REAL ESTATE MANAGEMENT CORP.)
"50 Exchange Blvd, Glendale Heights, IL 60139","$94,359","3,774","Industrial, Manufacturing",Commonwealth Edison Co,"314,529",Ares
"5025 W 73rd St, Chicago, IL 60638","$90,679","3,627","Industrial, Manufacturing",Commonwealth Edison Co,"302,263",Blackstone
"251 Allen Distribution Dr, Mechanicsburg, PA 17055","$112,581","5,629","Industrial, Warehouse",PPL Electric Utilities Corp,"469,088",
"325 Corporate Dr, Mahwah, NJ 07430","$250,107","4,168","Industrial, Manufacturing",Rockland Electric Co,"347,371",Howmedica Osteonics Corp.
"2075 W 43rd St, Chicago, IL 60609","$194,323","7,773","Industrial, Manufacturing",Commonwealth Edison Co,"647,743",Marina Crossings Owner LLC
"3507 W 51st St, Chicago, IL 60632","$93,337","3,733","Industrial, Manufacturing",Commonwealth Edison Co,"311,122",Khaled Kudsi
"100 Legends Way, Boston, MA 02114","$85,547","1,097",Office,Eversource Energy (Formerly NSTAR Electric Company),"146,235",
"2200 S Lakeside Dr, Waukegan, IL 60085","$93,325","3,733","Industrial, Manufacturing",Commonwealth Edison Co,"311,083",King Drive Limited Partnership
"6520 Carlisle Pike, Mechanicsburg, PA 17050","$41,912","2,096","Industrial, Data Center",PPL Electric Utilities Corp,"279,414",
"2828 Charter Rd, Philadelphia, PA 19154","$48,751","3,047","Industrial, Manufacturing",PECO Energy Co,"253,911",Dean Atkins
"6510 W 73rd St, Chicago, IL 60638","$90,817","3,633","Industrial, Manufacturing",Commonwealth Edison Co,"302,723","G3 Realty Two, LLC"
"1729 Pennsylvania Ave, Monaca, PA 15061","$33,602","2,100","Industrial, Manufacturing",Duquesne Light Co,"175,008",Service Properties Trust
"43 W Hintz Rd, Wheeling, IL 60090","$93,077","3,723","Industrial, Manufacturing",Commonwealth Edison Co,"310,255",Prologis
"8235 Patuxent Range Rd, Jessup, MD 20794","$100,360","1,476","Industrial, Warehouse",Baltimore Gas & Electric Co,"122,990",FILM BENEFIT
"1010 Foster Ave, Bartlett, IL 60103","$92,949","3,718","Industrial, Manufacturing",Commonwealth Edison Co,"309,829",Prologis
"600 N Main St, Stafford Township, NJ 08050","$139,079","1,464","School, Primary",Atlantic City Electric Co,"195,198",Southern Regional High School
"1500 N Raddant Rd, Batavia, IL 60510","$93,007","3,720","Industrial, Manufacturing",Commonwealth Edison Co,"310,023",Kin Properties Inc.
"2490 PA-72, Jonestown, PA 17038","$38,674","2,275",Office,Metropolitan Edison Co,"303,324",Wabash
"5959 W Howard St, Niles, IL 60714","$93,641","3,746","Industrial, Manufacturing",Commonwealth Edison Co,"312,135",Kevin Corrigan
"3903 Union Deposit Rd, Harrisburg, PA 17109","$46,562","2,328","Retail, Strip Mall",PPL Electric Utilities Corp,"310,412",LMS Commercial Real Estate
"150 Eastbrook Ln, Butler, PA 16002",—,—,"Industrial, Manufacturing",West Penn Power Co,"268,233",Speciality Firms
"7950 Joliet Rd, McCook, IL 60525","$90,888","3,636","Industrial, Manufacturing",Commonwealth Edison Co,"302,959",Prologis
"21901 Central Ave, Matteson, IL 60443","$95,052","3,802","Industrial, Manufacturing",Commonwealth Edison Co,"316,841",VALSPAR COATINGS
"2700 Alft Ln, Elgin, IL 60124","$93,230","3,729","Industrial, Manufacturing",Commonwealth Edison Co,"310,768",Blackstone
"785 Center Ave, Carol Stream, IL 60188","$92,950","3,718","Industrial, Manufacturing",Commonwealth Edison Co,"309,834",Prologis
"600 Eagle Dr, Bensenville, IL 60106","$92,460","3,698","Industrial, Manufacturing",Commonwealth Edison Co,"308,201",John 6 LLC
"9755 Commerce Cir, Kutztown, PA 19530","$190,284","11,193","Industrial, Warehouse",Metropolitan Edison Co,"932,767",Advance Auto Parts
"105 Aberdeen Rd, York, PA 17406","$60,315","3,016","Industrial, Manufacturing",PPL Electric Utilities Corp,"251,312",Herculite Products
"1 Gateway Blvd, Oldmans Township, NJ 08067","$226,607","2,385","Industrial, Manufacturing",Atlantic City Electric Co,"198,778","Stag Industrial, Inc."
"627 Penn St, Reading, PA 19601","$40,094","2,005",Office,PPL Electric Utilities Corp,"267,291",City of Reading
"1101 New Ford Mill Rd, Morrisville, PA 19067","$89,962","5,623","Industrial, Warehouse",PECO Energy Co,"468,554",Abraham Rosenberg
"1945 E State St, Hamilton Township, NJ 08619","$152,749","1,559","Industrial, Manufacturing",Public Service Elec & Gas Co,"129,889","Customers Bancorp, Inc."
